HOME_TEAM_ID,VISITOR_TEAM_ID,SCORE_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,SCORE_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
59,55,109,0.472,0.682,0.333,30,43,115,0.478,0.87,0.438,22,47,0
42,63,104,0.486,0.742,0.3,22,42,91,0.374,0.684,0.167,20,50,1
50,51,136,0.522,0.839,0.438,24,37,125,0.505,0.933,0.395,27,48,1
43,65,117,0.518,0.739,0.343,29,34,111,0.56,0.842,0.379,28,34,1
44,62,94,0.434,0.9,0.31,19,40,92,0.383,0.826,0.314,17,51,1
49,58,133,0.495,0.88,0.5,19,43,127,0.526,0.625,0.405,29,48,1
39,60,94,0.461,0.514,0.222,22,54,87,0.388,0.563,0.293,16,41,1
56,54,113,0.49,0.857,0.28,34,51,103,0.44,0.704,0.345,19,44,1
66,60,121,0.455,0.7,0.347,34,62,98,0.378,0.8,0.273,20,52,1
53,47,105,0.444,0.759,0.275,23,35,116,0.494,0.826,0.433,23,45,0
55,46,101,0.418,0.714,0.357,23,44,102,0.46,0.733,0.344,21,49,0
37,48,110,0.559,0.833,0.424,26,36,108,0.482,0.917,0.375,30,33,1
38,57,105,0.451,0.87,0.297,25,42,109,0.474,0.7,0.485,20,42,0
64,61,105,0.506,0.8,0.333,29,45,109,0.467,0.824,0.367,20,40,0
49,41,94,0.386,0.714,0.194,20,53,90,0.365,0.875,0.184,21,49,1
59,51,102,0.389,0.833,0.276,24,49,117,0.48,1,0.36,24,53,0
43,63,118,0.473,0.826,0.406,34,37,122,0.524,0.625,0.44,19,48,0
62,65,111,0.456,0.853,0.323,22,44,101,0.437,0.75,0.406,22,40,1
44,45,105,0.481,0.773,0.333,25,41,103,0.427,0.85,0.286,25,39,1
52,40,91,0.377,0.667,0.237,21,48,102,0.5,0.682,0.393,27,35,0
42,56,101,0.435,0.8,0.297,19,50,109,0.453,0.92,0.222,25,40,0
44,54,117,0.447,0.828,0.214,28,53,121,0.432,0.706,0.429,23,48,0
55,53,123,0.542,0.852,0.357,21,44,110,0.444,0.75,0.514,26,43,1
64,51,118,0.477,0.813,0.345,23,40,119,0.528,0.85,0.32,23,36,0
37,50,134,0.523,0.879,0.395,34,39,122,0.433,0.724,0.37,21,45,1
38,66,102,0.433,0.769,0.304,27,38,111,0.488,0.733,0.41,27,47,0
48,57,104,0.463,0.72,0.343,24,43,92,0.407,0.75,0.304,19,43,1
41,39,117,0.547,0.722,0.455,25,37,104,0.519,0.682,0.333,27,38,1
49,63,126,0.474,0.955,0.351,29,56,114,0.415,0.68,0.225,26,47,1
42,61,102,0.487,0.95,0.273,23,45,98,0.385,0.8,0.25,17,44,1
59,60,118,0.49,0.643,0.375,32,50,96,0.388,0.8,0.258,20,46,1
62,45,111,0.472,0.85,0.263,26,49,116,0.427,0.706,0.489,24,44,0
43,46,130,0.49,0.84,0.342,32,44,128,0.536,0.75,0.385,35,47,1
58,65,131,0.524,0.705,0.444,22,35,133,0.505,0.867,0.417,27,41,0
47,54,104,0.444,0.722,0.324,23,40,111,0.489,0.8,0.367,28,48,0
52,50,110,0.463,0.727,0.316,21,44,112,0.432,0.763,0.317,21,38,0
44,65,102,0.41,0.741,0.333,26,54,86,0.353,0.708,0.265,18,50,1
38,40,104,0.475,0.9,0.313,22,47,92,0.414,0.611,0.3,23,41,1
52,66,87,0.4,0.524,0.353,22,53,97,0.419,0.647,0.359,23,39,0
64,55,117,0.483,0.75,0.3,25,49,98,0.407,0.84,0.269,19,42,1
39,51,114,0.519,0.905,0.344,26,40,107,0.494,0.722,0.4,27,35,1
63,41,119,0.511,0.75,0.4,29,48,106,0.435,0.867,0.419,24,43,1
46,54,139,0.549,0.861,0.5,32,37,133,0.515,0.87,0.394,30,41,1
37,49,121,0.442,0.938,0.417,25,46,114,0.443,0.833,0.421,21,42,1
53,57,88,0.378,0.6,0.25,21,50,98,0.411,0.944,0.206,20,55,0
48,61,104,0.458,0.864,0.375,20,49,99,0.411,0.706,0.361,24,45,1
42,60,104,0.398,0.786,0.324,28,47,102,0.434,0.792,0.314,20,42,1
59,56,107,0.446,0.727,0.3,21,47,121,0.516,0.7,0.281,29,45,0
47,62,101,0.442,0.609,0.297,15,45,95,0.373,0.875,0.261,21,44,1
65,56,108,0.463,0.676,0.36,25,32,135,0.586,0.733,0.407,30,51,0
58,45,112,0.451,0.75,0.316,26,37,118,0.539,0.833,0.4,22,47,0
50,44,119,0.495,0.65,0.372,30,47,99,0.39,0.759,0.31,20,47,1
43,62,102,0.442,0.875,0.256,32,39,125,0.524,0.759,0.385,26,51,0
49,61,96,0.338,0.914,0.308,19,41,103,0.44,0.55,0.343,25,50,0
64,57,110,0.433,0.87,0.324,20,43,115,0.459,0.686,0.333,19,39,0
37,52,108,0.5,0.706,0.364,23,31,117,0.506,0.769,0.419,24,44,0
51,40,120,0.548,0.941,0.444,30,44,105,0.46,0.667,0.29,27,35,1
48,55,98,0.384,0.767,0.257,24,43,109,0.506,0.762,0.406,24,43,0
60,39,102,0.434,0.909,0.37,17,51,107,0.46,0.72,0.257,28,37,0
38,41,114,0.489,0.895,0.346,27,50,112,0.506,0.8,0.414,31,32,1
59,46,101,0.41,0.815,0.297,19,54,94,0.38,0.75,0.316,24,54,1
43,47,133,0.516,0.941,0.575,35,51,96,0.439,0.737,0.333,21,41,1
42,53,108,0.41,0.842,0.353,16,47,92,0.481,0.688,0.269,16,37,1
66,53,109,0.412,0.81,0.286,28,44,116,0.517,0.733,0.333,32,43,0
65,61,103,0.469,0.826,0.296,22,43,87,0.322,0.769,0.289,18,46,1
54,56,94,0.386,0.722,0.302,20,42,112,0.455,0.913,0.393,24,51,0
55,38,111,0.447,0.84,0.341,26,40,99,0.474,0.778,0.355,20,44,1
41,44,96,0.425,0.667,0.263,26,36,138,0.564,0.765,0.452,39,47,0
48,37,124,0.532,0.933,0.467,30,37,118,0.481,0.867,0.421,26,34,1
59,39,109,0.457,0.769,0.441,22,47,114,0.484,0.583,0.4,24,46,0
63,42,85,0.382,0.769,0.226,19,41,112,0.516,0.625,0.25,30,52,0
58,45,126,0.5,0.708,0.351,33,53,114,0.436,0.813,0.302,25,50,1
49,44,118,0.512,0.667,0.439,29,54,99,0.347,0.708,0.333,20,49,1
63,50,116,0.457,0.686,0.25,22,56,108,0.427,0.786,0.313,23,46,1
40,46,113,0.443,0.813,0.359,23,57,89,0.383,0.85,0.294,19,46,1
51,60,109,0.418,0.909,0.219,16,50,130,0.516,0.889,0.444,32,38,0
43,57,140,0.627,0.75,0.5,35,40,108,0.453,0.607,0.325,28,34,1
54,38,100,0.465,0.65,0.194,27,37,119,0.513,0.84,0.474,23,37,0
55,66,98,0.466,0.643,0.4,18,33,109,0.517,0.875,0.294,29,42,0
64,53,112,0.524,0.762,0.323,26,42,106,0.414,0.813,0.314,31,49,1
37,48,91,0.378,0.696,0.289,20,37,115,0.478,0.929,0.356,28,54,0
52,42,108,0.467,0.8,0.444,24,54,85,0.41,0.684,0.216,16,39,1
59,45,124,0.434,0.778,0.37,27,43,128,0.549,0.688,0.444,23,48,0
62,39,91,0.4,0.636,0.34,11,32,111,0.531,0.824,0.367,28,50,0
41,51,112,0.469,0.806,0.367,22,35,138,0.563,0.821,0.531,35,41,0
58,47,125,0.551,0.842,0.367,28,45,116,0.429,0.667,0.34,25,45,1
64,60,122,0.54,0.739,0.333,29,42,118,0.48,0.867,0.282,23,41,1
61,56,95,0.404,0.6,0.216,15,47,99,0.473,0.818,0.344,25,39,0
41,65,133,0.543,0.789,0.529,33,61,87,0.337,0.778,0.171,17,41,1
63,44,116,0.44,0.778,0.412,30,49,108,0.427,0.862,0.361,25,45,1
40,50,128,0.553,0.757,0.485,33,38,125,0.488,0.742,0.462,27,32,1
46,43,87,0.405,0.75,0.294,23,31,85,0.4,0.85,0.121,24,56,1
66,49,103,0.396,0.875,0.295,23,48,99,0.44,0.75,0.302,25,48,1
65,62,126,0.516,0.917,0.514,30,39,116,0.512,0.773,0.333,23,40,1
38,54,101,0.398,0.821,0.286,17,53,98,0.383,0.882,0.297,22,47,1
52,59,111,0.488,0.75,0.406,23,49,96,0.411,0.667,0.276,19,43,1
45,55,91,0.39,0.667,0.31,18,39,111,0.457,0.833,0.286,23,47,0
57,51,114,0.465,0.731,0.395,23,47,108,0.462,0.8,0.375,23,42,1
58,39,108,0.429,0.727,0.467,20,43,109,0.494,0.867,0.294,29,48,0
51,59,121,0.48,0.864,0.286,26,55,119,0.43,0.778,0.406,33,44,1
46,37,106,0.478,0.857,0.364,24,47,93,0.449,0.842,0.269,19,39,1
53,64,100,0.4,0.938,0.321,18,42,102,0.409,0.792,0.379,23,54,0
61,40,105,0.424,0.95,0.412,18,46,101,0.453,0.84,0.364,20,35,1
45,50,123,0.474,0.607,0.326,31,45,141,0.509,0.762,0.357,37,56,0
60,43,95,0.432,0.833,0.237,29,41,99,0.416,0.75,0.361,28,53,0
42,41,113,0.5,1,0.444,28,48,99,0.433,0.769,0.333,23,39,1
44,39,96,0.402,0.8,0.238,24,54,82,0.427,0.611,0.292,21,42,1
57,58,103,0.42,0.8,0.425,26,48,88,0.388,0.714,0.226,20,46,1
47,63,119,0.464,0.789,0.424,26,41,127,0.547,0.688,0.367,33,47,0
46,63,108,0.406,0.833,0.313,16,49,123,0.44,0.742,0.316,26,56,0
66,49,114,0.444,0.588,0.333,29,49,106,0.389,0.923,0.324,21,53,1
65,53,97,0.437,0.688,0.303,23,49,92,0.337,0.87,0.304,25,44,1
54,62,125,0.55,0.719,0.483,30,38,113,0.476,0.947,0.429,20,39,1
38,52,99,0.474,0.882,0.414,26,45,75,0.367,0.4,0.355,13,40,1
56,48,100,0.38,0.897,0.412,24,35,123,0.5,0.867,0.5,33,49,0
55,59,119,0.517,0.778,0.348,28,49,100,0.413,0.75,0.3,22,39,1
51,49,109,0.457,0.95,0.222,23,49,121,0.458,0.81,0.356,21,45,0
61,62,122,0.45,0.8,0.293,26,48,108,0.481,0.722,0.447,23,40,1
41,64,130,0.527,0.905,0.455,34,41,122,0.511,0.962,0.292,28,41,1
45,42,106,0.425,0.69,0.279,17,40,130,0.544,0.536,0.447,34,55,0
60,50,105,0.404,0.783,0.341,26,45,135,0.556,0.72,0.415,39,45,0
43,58,121,0.553,0.625,0.353,32,41,111,0.435,0.833,0.379,21,47,1
47,37,134,0.495,0.895,0.415,37,47,118,0.448,0.704,0.361,29,54,1
57,39,101,0.402,0.579,0.457,22,51,114,0.488,0.655,0.436,22,43,0
52,38,108,0.444,0.667,0.5,23,42,105,0.475,0.923,0.378,22,38,1
63,65,118,0.49,0.632,0.313,31,61,88,0.343,0.769,0.227,23,39,1
40,44,101,0.422,0.793,0.235,20,46,96,0.425,0.833,0.212,22,43,1
56,46,106,0.411,0.8,0.323,22,63,89,0.36,0.84,0.214,20,49,1
66,65,140,0.593,0.69,0.571,39,49,111,0.467,0.55,0.333,26,36,1
53,55,106,0.444,0.7,0.308,22,47,116,0.506,0.75,0.429,26,42,0
64,45,111,0.44,0.808,0.256,18,41,114,0.471,0.781,0.346,15,48,0
38,59,97,0.444,0.889,0.321,19,41,99,0.477,1,0.385,20,48,0
54,51,121,0.5,0.929,0.333,26,33,129,0.57,0.897,0.238,28,38,0
42,44,99,0.379,0.808,0.3,22,46,82,0.407,0.688,0.179,20,46,1
49,61,111,0.447,0.692,0.436,22,45,117,0.472,0.68,0.444,24,44,0
50,60,98,0.4,0.7,0.273,23,55,90,0.367,0.833,0.257,21,52,1
43,62,109,0.477,0.933,0.306,27,42,115,0.467,0.833,0.341,22,44,0
57,48,109,0.423,0.778,0.395,18,36,115,0.451,0.759,0.463,29,50,0
58,37,102,0.422,0.75,0.407,15,47,108,0.453,0.733,0.267,20,48,0
39,63,106,0.435,0.762,0.294,28,49,110,0.467,0.773,0.333,21,45,0
61,59,129,0.469,0.724,0.409,30,52,104,0.432,0.684,0.257,27,50,1
52,54,104,0.488,0.714,0.214,17,51,94,0.421,0.656,0.237,22,35,1
40,56,110,0.404,0.875,0.303,28,48,123,0.541,0.7,0.548,32,42,0
47,58,122,0.495,0.65,0.344,24,44,114,0.518,0.778,0.412,31,45,1
55,45,133,0.521,0.941,0.425,33,54,113,0.416,0.727,0.341,25,42,1
64,66,124,0.46,0.903,0.421,26,51,121,0.481,0.538,0.368,28,45,1
51,63,104,0.451,0.808,0.29,28,33,118,0.471,0.571,0.286,24,61,0
41,53,102,0.43,0.739,0.355,17,49,98,0.424,0.889,0.37,24,44,1
49,65,106,0.424,0.773,0.239,21,47,115,0.484,0.643,0.419,31,47,0
40,62,104,0.402,0.636,0.261,21,47,115,0.482,0.824,0.487,22,43,0
42,43,103,0.449,0.905,0.378,23,28,89,0.463,0.724,0.24,21,47,1
44,48,115,0.489,0.846,0.368,39,43,108,0.411,0.895,0.405,24,49,1
57,37,136,0.528,0.857,0.439,29,41,131,0.545,0.875,0.341,31,39,1
46,50,104,0.5,0.882,0.344,22,31,122,0.527,0.889,0.356,34,40,0
61,52,120,0.477,0.833,0.382,21,44,105,0.449,0.821,0.333,22,30,1
38,53,116,0.453,0.893,0.361,25,46,111,0.421,0.815,0.333,17,45,1
39,54,108,0.466,0.714,0.231,26,48,104,0.446,0.786,0.413,24,39,1
58,48,115,0.513,0.815,0.382,31,39,113,0.438,1,0.273,26,49,1
66,56,99,0.459,0.571,0.257,27,34,133,0.505,1,0.415,36,53,0
60,42,86,0.412,0.667,0.333,20,41,95,0.447,0.714,0.359,28,48,0
47,50,108,0.48,0.793,0.317,20,28,103,0.446,0.75,0.237,21,56,1
49,40,136,0.533,0.833,0.479,27,48,113,0.411,0.633,0.314,28,50,1
65,59,117,0.406,0.788,0.257,18,63,116,0.412,0.714,0.3,30,48,1
64,41,119,0.529,0.808,0.222,26,43,120,0.488,0.84,0.5,17,44,0
51,46,116,0.433,0.84,0.333,26,57,120,0.488,0.71,0.389,23,40,0
45,43,111,0.435,0.875,0.381,20,36,124,0.535,0.815,0.313,33,46,0
62,44,116,0.435,0.786,0.318,19,45,123,0.535,0.667,0.531,39,40,0
38,56,123,0.542,0.885,0.37,28,51,108,0.41,0.938,0.314,20,37,1
54,41,106,0.418,0.759,0.258,23,55,108,0.407,0.867,0.444,22,42,0
58,42,96,0.418,0.833,0.345,25,33,112,0.519,0.864,0.409,30,47,0
45,48,110,0.441,0.824,0.333,21,46,120,0.465,0.839,0.424,21,43,0
39,37,118,0.571,0.583,0.32,27,46,121,0.443,0.905,0.421,23,44,0
61,46,116,0.417,0.758,0.314,19,54,108,0.487,0.895,0.441,27,37,1
63,59,118,0.48,0.625,0.385,28,58,105,0.433,0.625,0.343,24,47,1
60,52,95,0.414,0.714,0.419,21,49,80,0.37,0.545,0.195,12,48,1
62,50,120,0.474,0.854,0.379,18,49,108,0.43,0.636,0.341,23,41,1
47,57,139,0.553,0.867,0.463,27,47,106,0.353,0.815,0.286,19,54,1
51,55,102,0.457,0.778,0.259,21,52,110,0.42,0.65,0.406,22,43,0
53,49,118,0.483,0.778,0.361,26,33,136,0.495,0.917,0.394,24,50,0
64,39,110,0.5,0.647,0.31,27,47,93,0.422,0.652,0.286,20,44,1
65,52,85,0.37,0.765,0.343,19,43,94,0.383,0.889,0.258,19,48,0
54,66,108,0.419,0.655,0.378,25,45,116,0.518,0.594,0.346,27,48,0
38,46,82,0.347,0.727,0.095,19,50,91,0.407,0.824,0.393,17,49,0
41,37,131,0.619,0.773,0.455,38,41,117,0.478,0.692,0.423,26,37,1
63,47,104,0.412,0.828,0.333,18,43,99,0.453,0.75,0.366,24,39,1
56,60,115,0.461,0.75,0.353,22,56,97,0.396,0.875,0.2,19,45,1
57,62,105,0.42,0.708,0.35,23,45,120,0.529,0.625,0.276,22,46,0
58,42,95,0.48,0.867,0.385,21,38,94,0.469,0.692,0.375,23,36,1
53,49,110,0.458,0.846,0.308,24,37,127,0.553,0.727,0.459,31,40,0
48,64,119,0.446,0.913,0.471,26,42,112,0.494,0.786,0.405,27,47,1
61,55,109,0.437,0.818,0.366,24,43,114,0.442,0.842,0.467,23,42,0
45,47,123,0.53,0.76,0.457,24,30,132,0.522,0.759,0.412,27,48,0
50,52,88,0.4,0.65,0.184,22,45,96,0.411,0.375,0.4,20,54,0
40,39,108,0.45,0.769,0.444,24,44,104,0.42,0.842,0.341,27,42,1
44,43,86,0.417,0.516,0.313,20,43,89,0.41,0.65,0.242,24,44,0
58,60,117,0.421,0.741,0.436,25,57,111,0.389,0.833,0.333,16,45,1
66,45,123,0.534,0.786,0.439,33,39,99,0.414,0.667,0.326,20,44,1
37,41,118,0.449,0.885,0.441,22,45,130,0.543,0.714,0.486,29,44,0
50,38,108,0.444,0.737,0.412,30,53,103,0.371,0.75,0.34,23,53,1
59,62,104,0.45,0.444,0.333,26,44,110,0.453,0.767,0.29,19,55,0
56,63,113,0.456,0.87,0.355,25,35,114,0.511,0.765,0.379,22,50,0
57,42,117,0.427,0.833,0.3,19,33,132,0.571,0.727,0.364,38,41,0
46,51,108,0.381,0.741,0.378,25,45,124,0.568,0.688,0.382,31,47,0
48,53,93,0.404,0.611,0.294,28,51,83,0.431,0.647,0.313,17,43,1
39,61,144,0.528,0.833,0.423,39,52,99,0.416,0.696,0.25,24,43,1
64,55,96,0.389,0.643,0.242,22,43,117,0.5,0.864,0.387,25,50,0
58,63,102,0.42,0.889,0.345,22,38,127,0.47,0.8,0.3,33,53,0
60,40,117,0.477,0.71,0.361,24,47,112,0.415,0.857,0.244,26,49,1
59,65,144,0.56,0.784,0.481,39,52,109,0.388,0.735,0.25,16,42,1
41,54,113,0.566,0.727,0.478,17,40,105,0.436,0.714,0.267,23,45,1
46,43,100,0.465,0.667,0.308,26,46,103,0.411,0.909,0.366,29,48,0
52,37,101,0.447,0.417,0.4,28,50,87,0.379,0.571,0.342,23,46,1
49,38,117,0.473,0.704,0.364,24,48,113,0.427,0.833,0.378,24,44,1
56,44,107,0.482,1,0.367,20,37,116,0.494,0.857,0.378,28,42,0
47,51,115,0.417,0.893,0.286,29,47,122,0.483,0.815,0.438,31,41,0
62,42,120,0.444,0.757,0.333,24,49,116,0.427,0.857,0.333,19,43,1
54,45,118,0.523,0.684,0.342,27,47,106,0.438,0.808,0.405,16,28,1
53,40,104,0.432,0.905,0.281,19,44,110,0.43,0.885,0.433,21,46,0
55,37,96,0.413,0.923,0.222,20,38,98,0.451,0.895,0.292,20,46,0
48,65,115,0.489,0.895,0.375,23,43,112,0.45,0.88,0.45,23,43,1
52,64,117,0.452,0.87,0.31,17,44,124,0.56,0.75,0.432,30,38,0
42,49,95,0.407,0.765,0.267,25,43,102,0.451,0.818,0.278,26,47,0
43,66,107,0.417,0.765,0.35,23,54,115,0.415,0.875,0.34,28,50,0
56,60,113,0.484,0.615,0.385,26,52,101,0.385,0.762,0.268,17,44,1
62,50,128,0.533,0.727,0.41,31,45,116,0.446,0.75,0.378,29,44,1
44,63,113,0.488,0.778,0.475,30,39,104,0.422,0.833,0.308,18,42,1
47,59,110,0.468,0.567,0.185,21,48,138,0.484,0.848,0.462,33,50,0
37,53,98,0.4,0.759,0.387,21,49,104,0.447,0.739,0.297,27,40,0
38,39,111,0.467,0.778,0.367,24,48,101,0.391,0.833,0.237,17,53,1
49,45,126,0.437,0.905,0.37,25,48,106,0.419,0.677,0.289,23,52,1
60,43,108,0.447,0.842,0.235,22,60,94,0.393,0.577,0.295,21,39,1
58,46,89,0.4,0.75,0.316,24,40,105,0.512,0.875,0.292,26,43,0
48,54,125,0.495,0.818,0.449,30,53,96,0.356,0.821,0.355,22,42,1
52,65,105,0.444,0.737,0.333,22,52,91,0.362,0.789,0.242,22,48,1
40,57,111,0.525,0.833,0.364,27,44,97,0.449,0.737,0.382,18,31,1
42,50,114,0.488,0.826,0.324,30,44,102,0.456,0.85,0.325,26,39,1
47,56,90,0.391,0.652,0.2,14,47,108,0.441,0.933,0.293,29,53,0
38,55,103,0.463,0.8,0.259,16,42,108,0.5,0.839,0.4,20,34,0
41,45,133,0.534,0.958,0.457,33,34,118,0.564,0.75,0.364,27,35,1
63,60,99,0.386,0.769,0.344,24,51,102,0.429,0.679,0.289,24,47,0
62,66,112,0.354,0.757,0.302,21,68,102,0.386,1,0.349,27,51,1
44,58,113,0.523,0.667,0.405,28,42,98,0.446,0.688,0.406,23,37,1
46,59,92,0.391,0.75,0.281,18,43,116,0.439,0.667,0.324,37,66,0
65,48,100,0.467,0.733,0.25,24,47,90,0.378,0.636,0.302,23,39,1
63,57,100,0.385,0.84,0.265,22,33,105,0.473,0.857,0.344,17,51,0
58,59,121,0.505,0.833,0.56,23,40,114,0.495,0.923,0.48,24,44,1
41,47,115,0.43,0.806,0.333,20,43,110,0.512,0.636,0.353,25,46,1
50,42,111,0.468,0.774,0.441,26,37,105,0.439,0.955,0.293,27,41,1
56,66,137,0.568,0.692,0.488,35,57,106,0.36,0.857,0.222,26,43,1
65,45,107,0.462,0.688,0.278,29,42,116,0.495,0.588,0.368,27,47,0
38,52,114,0.472,0.765,0.378,23,45,107,0.438,0.8,0.361,18,42,1
51,53,93,0.382,0.75,0.196,24,51,100,0.415,0.923,0.323,20,50,0
61,44,119,0.5,0.652,0.368,26,41,100,0.468,0.714,0.306,26,47,1
60,46,104,0.467,0.6,0.387,23,55,103,0.446,0.684,0.41,26,39,1
49,39,90,0.393,0.727,0.316,18,44,119,0.5,0.929,0.356,36,46,0
62,64,103,0.432,0.633,0.318,17,46,109,0.447,0.8,0.29,27,47,0
53,48,105,0.483,0.8,0.344,23,36,115,0.5,0.737,0.543,25,46,0
37,43,115,0.466,0.765,0.292,22,37,133,0.581,0.889,0.447,35,38,0
38,44,107,0.439,0.69,0.366,20,45,111,0.433,0.81,0.348,27,45,0
40,49,116,0.472,0.633,0.351,34,57,112,0.433,0.8,0.298,16,44,1
62,59,126,0.495,0.808,0.351,26,50,128,0.5,0.722,0.366,27,43,0
50,47,110,0.418,0.667,0.273,23,61,92,0.385,0.69,0.279,26,36,1
57,66,125,0.518,0.889,0.447,27,41,116,0.478,0.833,0.351,29,38,1
58,63,105,0.409,0.769,0.371,21,45,124,0.464,0.778,0.542,25,50,0
54,65,122,0.495,0.893,0.219,26,41,113,0.494,0.867,0.28,20,37,1
51,55,114,0.494,0.938,0.478,21,48,105,0.438,0.85,0.294,19,38,1
45,52,103,0.5,0.8,0.344,29,29,116,0.47,0.84,0.472,25,40,0
56,64,118,0.532,0.962,0.31,25,47,98,0.488,0.632,0.286,22,32,1
39,45,124,0.563,0.667,0.45,26,44,89,0.385,0.686,0.172,20,41,1
53,37,99,0.389,0.905,0.286,25,46,111,0.494,1,0.355,25,40,0
55,48,96,0.443,0.824,0.324,26,35,101,0.449,0.765,0.409,25,44,0
42,47,104,0.398,0.824,0.273,22,51,107,0.433,0.778,0.385,24,46,0
49,54,114,0.489,0.8,0.483,25,38,99,0.47,0.909,0.289,24,45,1
60,40,110,0.419,1,0.371,22,42,113,0.488,0.667,0.393,23,49,0
59,66,115,0.433,1,0.324,27,38,131,0.593,0.688,0.529,34,48,0
43,50,107,0.452,0.739,0.359,33,42,124,0.511,0.688,0.479,24,39,0
62,46,124,0.528,0.75,0.405,26,44,103,0.471,0.65,0.333,24,42,1
57,63,103,0.378,0.929,0.395,18,38,113,0.476,0.8,0.344,22,53,0
58,64,119,0.549,0.724,0.308,25,39,105,0.472,0.762,0.208,20,39,1
51,61,131,0.485,0.739,0.359,28,60,129,0.457,0.789,0.346,26,41,1
52,44,96,0.361,0.909,0.381,18,35,105,0.455,0.741,0.375,28,49,0
57,56,107,0.417,0.636,0.317,23,48,111,0.473,0.8,0.355,30,49,0
39,48,105,0.444,0.944,0.444,24,42,94,0.447,0.556,0.325,26,39,1
54,44,100,0.402,0.742,0.233,16,42,102,0.5,0.714,0.267,21,47,0
61,58,124,0.541,0.7,0.355,28,46,101,0.404,0.667,0.324,21,53,1
37,45,126,0.494,0.871,0.385,20,40,132,0.479,0.778,0.413,27,45,0
38,49,117,0.5,0.846,0.426,31,40,103,0.444,0.8,0.306,22,45,1
63,55,126,0.528,0.783,0.412,29,50,91,0.446,0.684,0.182,22,38,1
42,66,120,0.518,0.882,0.463,28,50,96,0.395,0.625,0.351,22,38,1
43,64,113,0.468,0.879,0.313,26,49,107,0.456,0.619,0.353,25,41,1
46,56,111,0.551,0.696,0.429,24,45,95,0.375,0.842,0.241,22,41,1
52,49,97,0.427,0.769,0.347,27,37,112,0.477,0.824,0.341,27,46,0
65,51,104,0.424,0.667,0.378,24,40,116,0.471,0.92,0.393,28,43,0
60,42,84,0.375,0.688,0.351,19,39,103,0.422,0.783,0.273,25,54,0
59,40,112,0.495,0.75,0.28,31,55,97,0.426,0.6,0.276,24,42,1
57,50,111,0.457,0.679,0.375,25,45,116,0.447,0.813,0.389,23,42,0
47,53,106,0.488,0.647,0.464,24,44,94,0.375,0.789,0.342,17,47,1
46,53,106,0.457,0.667,0.5,27,45,104,0.438,0.917,0.364,21,45,1
64,62,98,0.461,0.571,0.32,17,39,123,0.516,0.824,0.333,28,49,0
39,58,117,0.466,0.821,0.387,27,47,103,0.441,0.636,0.25,19,48,1
48,41,118,0.495,0.778,0.442,37,50,92,0.373,0.65,0.425,22,34,1
63,45,113,0.5,0.611,0.379,22,38,106,0.494,0.655,0.333,25,40,1
55,44,102,0.461,0.885,0.333,19,44,93,0.4,0.722,0.25,21,42,1
59,43,112,0.461,0.69,0.37,28,45,127,0.505,0.929,0.465,33,41,0
66,58,124,0.552,0.7,0.4,29,39,123,0.475,0.765,0.341,22,48,1
54,42,106,0.471,0.917,0.361,28,44,93,0.464,0.917,0.138,18,37,1
37,51,105,0.394,0.833,0.324,21,49,113,0.495,0.938,0.261,26,41,0
61,52,90,0.345,0.783,0.343,21,48,87,0.358,0.833,0.265,18,55,1
45,49,114,0.472,0.55,0.413,30,40,123,0.506,0.75,0.385,19,48,0
50,39,106,0.391,0.821,0.282,24,40,123,0.541,0.818,0.394,34,47,0
40,65,109,0.432,0.875,0.351,29,60,93,0.389,0.917,0.324,22,38,1
60,47,95,0.396,0.643,0.227,21,51,116,0.471,0.75,0.452,23,47,0
56,38,111,0.448,1,0.368,25,53,90,0.376,0.667,0.154,13,46,1
55,62,96,0.432,0.933,0.182,17,34,118,0.473,0.708,0.375,22,52,0
63,47,108,0.436,0.667,0.333,28,47,95,0.462,0.647,0.4,26,45,1
59,43,123,0.523,0.727,0.429,32,54,111,0.447,0.923,0.385,29,33,1
66,55,106,0.488,0.857,0.345,22,35,110,0.48,0.833,0.382,23,36,0
39,41,115,0.55,0.875,0.464,28,42,92,0.417,0.714,0.269,21,37,1
65,64,116,0.468,0.829,0.542,22,37,119,0.477,0.821,0.375,27,45,0
54,52,122,0.535,0.8,0.37,27,42,102,0.419,0.913,0.3,17,36,1
48,49,113,0.519,0.917,0.468,32,42,104,0.424,0.741,0.308,18,41,1
61,60,109,0.452,0.667,0.366,27,46,110,0.452,0.85,0.425,28,40,0
45,51,114,0.494,0.69,0.341,23,38,104,0.393,0.839,0.242,18,44,1
63,42,96,0.4,0.6,0.29,23,40,104,0.481,0.783,0.364,24,47,0
50,62,104,0.4,0.647,0.362,19,37,136,0.568,0.733,0.463,26,48,0
40,43,114,0.522,0.75,0.367,32,46,120,0.511,0.778,0.281,28,33,0
44,57,104,0.398,0.774,0.304,22,47,94,0.413,0.714,0.267,24,42,1
58,53,142,0.546,0.84,0.441,24,43,130,0.495,0.783,0.471,29,43,1
46,38,114,0.471,0.909,0.438,20,38,111,0.477,0.905,0.313,26,47,1
42,51,99,0.4,0.818,0.196,21,39,102,0.506,0.769,0.308,28,50,0
